p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label
1.16,-23.32,-18.6,-15.76,-15.64,-107.48,-32.95,-14.68,0.17,5.76,অ
0.82,-22.66,-18.11,-15.62,-15.71,-107.12,-32.1,-13.6,0.86,6.21,অ
-0.25,-23.33,-18.95,-16.36,-16.09,-107.6,-32.92,-14.72,-0.07,5.46,অ
2.65,-22.02,-16.47,-13.4,-13.43,-106.09,-25.38,-3.35,11.64,15.07,অ
-5.9,-17.34,-10.56,-10.67,-11.51,-78.38,2.63,21.61,28.34,28.69,অ
-4.87,-14.83,-9.22,-10.94,-11.46,-70.53,9.69,30.78,35.72,33.62,অ
-7.5,-20.14,-16.61,-18.15,-15.02,-79.46,3.31,24.25,28.06,26.84,অ
6.27,-2.89,2.92,-2.88,-4.45,-94.67,-22.17,-2.37,8.86,13.74,অ
1.92,-9.06,-4.29,-5.88,-9.35,-101.15,-30.45,-10.28,4.84,9.94,অ
5.74,-3.95,1.76,-1.58,-5.78,-97.11,-28.63,-7.82,7.52,11.76,অ
4.12,-4.13,1.51,-2.35,-6.14,-94.74,-26.31,-5.29,9.3,13.24,অ
-12.34,-20.09,-16.2,-16.55,-16.89,-91.26,-20.37,0.58,12.09,15.58,অ
-15.83,-23.51,-19.46,-19.38,-19.29,-90.21,-18.49,1.88,12.67,15.79,অ
-14.07,-21.35,-17.91,-18.76,-18.11,-86.41,-15.1,6.14,16.78,19.08,অ
-12.27,-18.9,-14.97,-16.58,-16.87,-86.62,-15.49,5.96,17.01,19.21,অ
1.42,-5.14,0.99,-3.64,-7.16,-83.85,-14.51,7.2,19.36,20.95,অ
-1.1,-13.47,-8.04,-11.2,-11.87,-84.2,-13.47,8.06,20.77,21.1,অ
-4.52,-14.88,-8.69,-12.04,-12.46,-70.65,5.84,28.56,36.04,32.28,অ
-6.34,-17.36,-9.61,-10.15,-9.36,-75.55,4.63,26.16,33.89,30.09,অ
7.48,-25.34,-28.2,-25.46,-17.03,-87.72,-13.22,9.54,8.69,18.52,অ
5.42,-12.05,-16.86,-14.29,-11.12,-91.92,-12.9,7.78,5.73,16.12,অ
5.18,-8.18,-7.77,-9.27,-10.4,-90.0,-16.45,6.61,12.41,18.17,অ
5.86,-7.63,-6.99,-7.94,-9.96,-88.98,-16.97,6.44,13.87,18.52,অ
4.25,-6.09,-0.81,-1.72,-5.51,-90.14,-18.64,4.69,17.14,18.89,অ
4.05,-6.92,-1.6,-2.39,-6.33,-91.73,-20.33,1.95,14.99,17.77,অ
1.4,-2.6,1.4,-2.36,-6.28,-73.89,-4.08,19.59,28.98,28.8,অ
0.68,-3.77,0.79,-2.54,-6.3,-75.21,-3.63,19.32,28.44,28.18,অ
7.73,1.89,7.63,3.52,-1.32,-72.79,-2.39,21.48,31.61,29.81,অ
7.02,1.25,6.6,2.48,-1.7,-71.56,-1.15,22.97,32.38,30.35,অ
7.15,-1.46,2.16,-2.65,-6.98,-85.47,-17.8,4.86,15.49,16.98,অ
0.59,-14.99,-9.59,-8.33,-12.66,-103.13,-30.32,-10.45,4.62,9.44,অ
-2.39,-14.95,-9.97,-8.4,-12.32,-95.74,-21.95,-1.91,11.34,14.74,অ
-0.37,-12.03,-11.56,-11.48,-14.26,-97.17,-25.46,-7.88,4.68,11.96,অ
-2.43,-10.08,-7.56,-8.0,-11.72,-92.28,-24.07,-5.22,8.06,14.28,অ
-3.95,-11.12,-7.8,-8.13,-11.92,-94.87,-23.51,-4.48,9.04,14.31,অ
-3.55,-10.65,-7.56,-8.04,-12.2,-94.06,-23.85,-4.78,8.84,14.2,অ
-4.88,-12.32,-9.06,-8.59,-12.07,-95.92,-23.95,-5.46,8.26,13.73,অ
7.2,-1.81,2.14,-0.21,-6.42,-94.4,-26.97,-7.34,8.27,13.06,অ
5.91,-2.24,1.99,0.01,-6.4,-93.89,-27.13,-6.89,8.55,13.27,অ
4.85,-2.98,0.74,-1.0,-7.01,-91.93,-25.73,-4.99,9.77,14.09,অ
1.68,-1.81,2.17,0.09,-6.02,-84.59,-16.18,5.75,18.58,20.81,অ
0.31,0.38,3.74,0.35,-3.81,-73.88,-7.99,14.98,26.05,26.85,অ
-0.27,-1.44,3.32,-0.09,-6.08,-77.4,-8.17,13.21,24.46,24.84,অ
-11.46,-20.04,-16.27,-16.5,-17.2,-77.52,-3.94,17.32,25.55,26.07,অ
-12.1,-18.87,-18.12,-17.56,-18.25,-79.32,-6.16,15.0,24.68,25.1,অ
-12.99,-19.13,-18.93,-17.63,-17.2,-81.32,-8.73,12.42,20.23,22.17,অ
-12.63,-20.3,-18.46,-14.9,-17.27,-106.01,-33.78,-15.62,-1.07,5.34,অ
-12.01,-18.81,-17.03,-13.6,-16.01,-101.25,-28.76,-9.68,3.91,9.28,অ
-11.71,-17.94,-16.38,-13.47,-16.0,-101.31,-28.38,-9.24,4.52,9.74,অ
-15.06,-22.02,-21.35,-17.97,-18.69,-99.14,-28.14,-8.73,4.73,9.68,অ
-0.24,-8.82,-6.05,-5.85,-9.25,-103.2,-33.47,-13.58,1.96,7.84,অ
-0.6,-9.82,-6.94,-6.0,-9.29,-102.33,-33.04,-12.97,2.43,7.55,অ
-0.5,-9.97,-6.74,-5.63,-9.08,-102.7,-32.13,-12.28,2.52,7.57,অ
13.41,-3.36,4.31,1.77,-2.92,-92.59,-24.2,-1.96,12.76,14.71,অ
12.12,-4.54,2.18,0.58,-3.96,-92.26,-24.34,-2.45,13.25,14.82,অ
-1.95,-17.2,-10.99,-13.88,-15.13,-89.77,-16.44,4.4,18.11,18.21,অ
2.5,-11.72,-4.55,-8.22,-11.24,-91.15,-19.18,1.84,16.84,17.33,অ
13.56,-2.88,5.02,-0.32,-4.97,-88.77,-19.55,2.32,18.22,18.21,অ
12.15,-2.49,5.02,-0.66,-5.5,-87.83,-18.39,3.18,18.63,18.51,অ
11.93,-2.96,4.12,-1.53,-6.09,-87.03,-18.06,3.23,18.52,18.15,অ
8.95,-6.16,1.16,-3.52,-7.76,-87.32,-17.27,4.49,19.18,18.83,অ
11.23,-3.1,4.39,-1.24,-6.35,-84.76,-15.84,5.96,20.61,19.86,অ
-5.23,-4.17,2.81,-2.96,-7.32,-73.54,-14.26,6.79,21.25,21.05,অ
-6.66,-5.06,1.86,-3.45,-8.1,-73.5,-13.16,7.64,21.56,22.97,অ
-3.75,-5.24,1.62,-2.13,-8.25,-86.41,-16.34,4.21,15.7,18.28,অ
5.72,-5.71,-0.44,-2.3,-6.78,-99.85,-19.71,2.02,13.57,16.44,অ
2.96,-7.06,-1.9,-2.53,-6.48,-90.68,-19.4,1.34,13.04,16.01,অ
-1.87,-4.37,0.94,-3.19,-7.86,-83.87,-12.63,8.35,20.17,21.21,অ
-3.93,-8.89,-3.41,-6.72,-10.01,-86.38,-14.57,6.04,19.03,20.02,অ
-1.83,-14.07,-9.58,-12.16,-14.22,-81.07,-11.47,12.05,22.64,21.68,অ
-7.45,-15.27,-8.03,-9.85,-12.27,-84.54,-14.01,6.59,19.73,20.3,অ
-8.05,-12.8,-6.67,-6.18,-8.03,-77.13,-3.67,18.4,29.15,26.6,অ
-5.86,-8.68,-2.38,-2.71,-6.09,-76.96,-5.59,16.88,27.9,26.13,অ
-5.87,-9.27,-3.2,-3.68,-7.51,-76.55,-5.31,17.41,28.39,26.3,অ
-7.84,-11.14,-5.53,-5.47,-8.61,-76.3,-3.9,18.5,28.95,26.73,অ
-6.73,-9.66,-4.25,-4.87,-8.73,-75.51,-4.2,18.64,29.14,27.12,অ
-14.79,-21.59,-18.46,-20.04,-19.62,-74.77,-2.95,19.12,28.79,26.41,অ
-17.64,-24.5,-20.87,-21.29,-20.96,-81.66,-6.96,15.16,25.41,24.01,অ
-20.43,-28.52,-25.13,-23.97,-22.77,-80.65,-5.59,16.83,25.88,24.18,অ
-13.16,-24.77,-21.26,-19.71,-19.3,-82.85,-9.03,11.97,22.47,21.37,অ
-3.61,-16.92,-11.61,-13.82,-15.47,-93.48,-18.5,0.88,14.52,15.53,অ
-4.75,-16.38,-11.1,-12.96,-14.92,-93.1,-18.55,0.98,14.28,15.16,অ
-4.06,-15.85,-10.42,-12.05,-14.09,-93.65,-19.04,0.73,14.43,15.34,অ
-2.68,-17.41,-13.28,-15.55,-15.97,-98.26,-25.59,-5.25,8.78,11.34,অ
-1.25,-16.47,-10.51,-12.27,-13.72,-95.47,-23.19,-2.24,13.21,14.82,অ
8.79,-4.65,3.46,-0.63,-7.54,-102.76,-21.36,-0.5,14.37,16.2,অ
10.36,-8.26,1.01,-3.23,-8.41,-101.87,-20.72,-0.92,14.87,16.54,অ
6.08,-11.86,-4.47,-7.91,-11.18,-101.72,-21.95,-1.21,14.08,15.13,অ
6.51,-19.58,-12.86,-15.85,-14.75,-88.54,-19.66,3.62,17.49,20.52,অ
2.74,-17.84,-11.5,-14.22,-14.52,-90.98,-15.58,7.4,19.25,18.87,অ
0.45,-15.85,-11.99,-13.29,-12.56,-91.74,-13.17,11.15,17.06,18.02,অ
-0.25,-16.05,-11.8,-11.3,-12.53,-90.32,-14.42,9.12,17.45,18.04,অ
-3.76,-18.11,-14.99,-15.34,-15.45,-87.66,-9.9,12.89,20.4,20.72,অ
1.64,-11.77,-7.29,-9.07,-11.16,-87.38,-12.56,10.83,19.69,20.4,অ
1.81,-12.69,-8.18,-9.33,-11.17,-88.53,-14.3,9.02,18.09,18.97,অ
13.24,-5.69,0.01,-3.28,-5.13,-90.3,-18.25,5.57,14.97,16.81,অ
13.88,-4.93,0.9,-2.43,-4.69,-88.81,-17.14,6.7,16.23,17.64,অ
13.54,-5.14,0.66,-2.71,-5.23,-89.04,-17.5,6.53,15.66,17.15,অ
13.13,-8.42,-2.63,-3.85,-6.61,-97.58,-26.01,-2.94,8.86,12.11,অ
12.65,-8.65,-2.94,-3.83,-6.65,-96.57,-25.03,-1.96,9.42,12.69,অ
3.47,-16.87,-12.17,-9.9,-11.83,-100.91,-26.55,-3.71,8.03,11.7,অ
0.6,-19.23,-14.8,-12.6,-13.88,-97.78,-23.77,-1.14,10.06,13.13,অ
-0.86,-20.3,-16.29,-13.97,-14.95,-97.2,-22.58,0.24,11.08,13.89,অ
-1.43,-20.65,-16.42,-14.27,-15.15,-96.54,-21.52,1.23,11.91,14.67,অ
-2.1,-20.99,-16.91,-14.52,-15.35,-96.78,-21.58,1.31,11.9,14.81,অ
-3.33,-19.3,-15.35,-14.21,-14.8,-87.08,-12.42,11.38,19.86,21.07,অ
-3.03,-18.61,-14.95,-13.79,-14.58,-86.56,-12.39,11.46,20.29,21.57,অ
-3.11,-18.97,-15.29,-13.94,-15.0,-87.93,-12.31,10.51,19.31,20.66,অ
-4.76,-17.74,-14.05,-13.36,-14.26,-78.54,-3.42,20.34,27.24,26.9,অ
-4.31,-17.08,-13.23,-12.91,-13.83,-77.75,-2.71,21.14,28.17,27.52,অ
0.14,-12.97,-8.98,-9.94,-11.14,-77.04,-3.85,20.55,27.36,26.82,অ
5.4,-6.95,-2.23,-4.63,-7.12,-75.35,-4.76,19.93,28.01,27.13,অ
5.14,-7.31,-2.54,-4.85,-7.13,-75.0,-4.6,20.17,28.12,27.3,অ
8.58,-3.74,1.93,-0.81,-3.86,-74.6,-5.94,18.74,27.32,26.39,অ
10.01,-2.88,2.4,-0.83,-4.03,-74.22,-5.95,19.13,27.53,26.48,অ
11.84,-1.17,4.5,0.91,-2.75,-74.78,-6.67,18.37,27.2,26.1,অ
10.53,-3.38,2.53,-1.14,-4.42,-77.91,-10.24,14.25,24.21,24.16,অ
15.54,-2.31,3.06,-0.92,-3.38,-77.38,-12.45,11.93,23.06,22.95,অ
11.94,-7.02,-2.29,-4.62,-6.81,-76.64,-12.64,11.89,22.73,22.64,অ
15.09,-7.94,-2.29,-2.53,-6.2,-95.82,-29.93,-6.67,8.57,11.36,অ
16.18,-5.88,-0.64,-2.16,-5.3,-94.07,-29.13,-6.58,8.29,11.43,অ
14.98,-7.24,-2.01,-2.62,-5.74,-95.85,-30.47,-7.92,7.23,10.58,অ
2.1,-20.37,-16.67,-14.29,-14.45,-96.8,-27.05,-4.2,9.29,12.22,অ
3.9,-17.76,-13.63,-11.97,-12.85,-94.18,-25.2,-2.33,10.46,12.96,অ
-0.22,-24.22,-22.08,-15.68,-15.97,-99.05,-28.3,-5.34,10.16,11.71,অ
-4.98,-25.15,-22.74,-20.82,-18.98,-97.76,-25.0,-2.56,9.18,11.65,অ
-5.79,-24.74,-22.31,-19.87,-18.04,-95.05,-22.08,0.66,11.51,13.56,অ
-4.89,-15.07,-13.02,-14.58,-14.72,-70.78,1.07,26.72,34.23,31.84,অ
-5.32,-17.81,-15.01,-14.98,-14.92,-79.47,-6.56,18.21,27.15,26.04,অ
-4.97,-17.08,-14.36,-14.45,-14.51,-77.8,-6.2,18.78,27.49,26.42,অ
1.03,-11.02,-6.52,-9.28,-11.8,-88.27,-14.4,9.3,22.97,21.03,অ
0.46,-16.35,-13.62,-14.86,-14.24,-97.44,-24.95,-3.67,8.65,11.22,অ
1.89,-13.16,-9.81,-11.57,-12.93,-97.18,-25.8,-3.85,9.12,11.71,অ
6.74,-5.06,-0.41,-2.36,-6.06,-96.11,-29.09,-6.4,8.87,10.93,অ
11.66,-1.25,3.43,0.44,-4.63,-97.63,-31.64,-8.97,7.43,10.32,অ
10.21,-3.28,1.19,-1.79,-6.05,-98.4,-32.51,-9.72,6.37,9.03,অ
2.76,-14.33,-11.05,-9.99,-11.8,-105.07,-34.83,-12.44,4.19,8.12,অ
-6.79,-23.03,-20.41,-17.89,-17.41,-95.44,-22.75,0.29,13.18,14.57,অ
-6.17,-22.85,-20.32,-18.02,-17.37,-93.64,-23.74,-0.82,12.56,14.52,অ
-6.14,-22.03,-19.28,-17.14,-17.12,-93.93,-23.05,0.16,13.66,15.15,অ
-5.93,-22.69,-19.55,-17.43,-17.4,-91.36,-20.76,2.93,15.56,16.61,অ
6.51,-6.25,1.07,-2.55,-9.23,-101.57,-26.09,-6.8,7.59,12.01,অ
12.42,-4.37,2.26,0.39,-5.42,-96.39,-23.75,-3.01,12.19,14.75,অ
9.93,-7.6,-1.45,-2.67,-7.84,-96.08,-23.41,-2.35,12.44,14.52,অ
9.81,-8.7,-3.03,-4.65,-8.92,-93.82,-21.86,-0.27,14.02,15.1,অ
4.82,-13.94,-8.66,-9.33,-12.54,-92.77,-19.46,1.93,15.49,16.24,অ
4.93,-13.91,-8.63,-9.15,-12.03,-93.84,-20.58,0.82,14.56,15.56,অ
8.33,-17.54,-12.16,-12.89,-13.77,-93.59,-20.06,1.6,16.41,16.13,অ
-1.16,-11.5,-5.35,-5.98,-9.46,-95.98,-23.66,-3.02,11.95,12.7,অ
-1.65,-9.77,-3.82,-4.58,-8.7,-96.76,-24.78,-4.45,10.81,12.58,অ
-3.0,-11.86,-5.94,-5.95,-9.31,-96.96,-24.26,-4.05,10.8,12.35,অ
-3.99,-13.03,-6.71,-8.15,-11.44,-97.14,-23.66,-3.39,11.05,12.74,অ
-2.81,-13.13,-8.27,-9.32,-11.51,-96.2,-22.89,-3.07,8.7,11.83,অ
-4.1,-12.67,-7.61,-8.35,-11.49,-94.67,-21.14,-1.78,9.27,12.72,অ
-9.09,-16.55,-11.61,-11.02,-14.36,-94.88,-19.48,1.29,12.67,15.41,অ
-6.43,-12.73,-8.55,-9.11,-12.1,-89.36,-17.44,4.56,15.46,16.89,অ
-6.48,-12.64,-8.67,-9.1,-12.21,-90.13,-18.06,3.85,15.02,16.56,অ
-3.17,-12.95,-8.13,-7.7,-10.91,-96.57,-25.64,-3.96,9.24,11.87,অ
-2.35,-11.85,-6.92,-6.66,-10.28,-95.95,-24.41,-2.62,10.51,12.84,অ
13.9,2.9,9.64,6.06,-0.81,-91.95,-26.57,-4.54,11.1,13.07,অ
4.5,-8.07,-1.19,-0.94,-6.26,-106.29,-33.74,-12.31,3.37,8.02,অ
-7.7,-15.73,-10.21,-10.16,-13.57,-96.23,-23.81,-2.48,10.12,12.36,অ
-6.54,-11.61,-4.17,-4.88,-9.06,-89.34,-15.67,5.81,17.83,19.23,অ
-5.93,-6.22,-2.21,-5.46,-8.67,-68.61,2.8,26.9,34.11,31.81,অ
-11.98,-3.04,-0.23,-3.36,-7.19,-75.82,-1.43,22.9,30.11,29.8,অ
-5.51,-18.37,-13.68,-17.45,-18.87,-88.98,-15.15,5.5,14.13,16.68,অ
-8.06,-21.64,-16.44,-16.44,-17.44,-88.66,-13.86,7.35,16.71,17.68,অ
-8.34,-19.58,-15.85,-15.96,-17.6,-86.17,-16.29,6.18,16.11,17.18,অ
-8.94,-17.21,-13.16,-14.95,-16.5,-85.21,-11.04,9.7,18.69,20.42,অ
-5.38,-27.39,-22.31,-23.9,-22.45,-90.39,-7.72,10.91,20.22,18.49,অ
1.0,-16.07,-9.57,-12.94,-14.92,-98.56,-17.23,0.8,13.42,14.76,অ
-1.82,-16.72,-10.33,-13.8,-15.56,-98.22,-17.4,0.19,13.24,14.49,অ
8.97,-15.98,-11.16,-9.86,-12.06,-96.07,-20.58,0.6,11.88,14.54,অ
2.83,-12.48,-6.68,-7.88,-11.12,-83.73,-5.13,16.2,26.1,26.85,অ
-7.6,-9.42,-5.02,-6.89,-9.68,-71.12,0.41,22.17,31.47,30.78,অ
-1.66,-7.97,-3.34,-6.11,-9.84,-71.88,-1.2,21.13,31.54,30.27,অ
1.21,-10.67,-3.52,-6.42,-8.19,-75.97,0.26,22.29,33.82,30.31,অ
0.29,-11.04,-4.96,-8.31,-9.51,-76.15,0.96,23.12,34.5,30.72,অ
7.11,-4.04,1.58,-2.61,-8.05,-84.33,-25.15,-6.88,10.75,14.08,অ
-1.69,-10.6,-3.31,-5.18,-8.99,-91.93,-17.15,2.32,17.27,18.23,অ
-14.26,-21.57,-15.72,-15.23,-16.41,-92.67,-15.98,2.63,15.69,16.58,অ
-13.6,-20.37,-14.18,-14.03,-15.65,-90.88,-15.73,2.85,16.19,17.01,অ
2.37,1.39,7.29,-1.32,-4.46,-72.45,-0.67,21.27,32.8,30.77,অ
7.31,6.3,11.06,1.0,-2.77,-68.43,-0.95,22.06,33.99,31.44,অ
7.01,7.9,10.45,-0.07,-5.55,-87.97,-10.12,12.98,26.27,24.86,অ
-3.12,-8.12,-2.91,-8.0,-11.68,-90.39,-15.01,4.27,19.42,19.62,অ
-14.1,-18.6,-17.08,-19.21,-18.23,-88.63,-17.94,0.79,14.05,15.57,অ
-10.25,-16.43,-15.2,-16.74,-16.37,-92.82,-17.8,1.82,15.57,15.22,অ
6.33,-10.2,-6.31,-9.18,-11.82,-94.08,-19.6,1.3,14.33,15.68,অ
-2.64,-16.81,-12.99,-15.44,-15.01,-94.72,-20.25,-0.65,13.62,16.25,অ
-11.61,-13.63,-9.57,-11.32,-13.27,-86.26,-20.87,-1.61,12.63,14.47,অ
-9.96,-8.99,-5.43,-6.89,-11.05,-92.25,-21.88,-2.33,10.06,13.04,অ
3.67,-14.67,-11.32,-10.2,-13.46,-104.89,-27.13,-7.99,5.08,8.55,অ
9.34,-22.5,-19.3,-19.05,-18.28,-107.78,-32.92,-12.36,1.73,7.86,অ
18.67,-26.75,-23.64,-24.64,-16.92,-97.28,-25.43,-3.48,7.51,11.17,অ
11.07,-24.74,-20.45,-18.57,-16.5,-100.25,-27.19,-6.08,9.31,11.28,অ
2.93,-8.32,-5.96,-9.04,-11.86,-91.68,-22.35,-0.22,14.65,16.79,অ
-0.25,-9.94,-10.04,-14.83,-16.97,-81.41,-13.54,9.71,21.6,22.05,অ
-4.13,-13.66,-12.34,-15.12,-16.55,-82.41,-12.65,10.74,22.24,22.44,অ
-10.74,-24.45,-22.52,-21.66,-22.29,-110.07,-36.87,-17.0,-1.48,2.77,অ
-8.66,-20.77,-18.37,-18.07,-19.93,-103.64,-33.1,-11.72,2.67,6.12,অ
6.71,-20.8,-15.92,-14.49,-13.46,-101.15,-35.86,-9.38,6.15,9.93,অ
5.82,-21.88,-15.61,-13.92,-13.57,-98.32,-39.45,-9.23,6.27,9.83,অ
10.12,-14.91,-6.45,-8.06,-9.74,-86.53,-22.85,1.28,15.92,16.76,অ
3.25,-21.41,-13.04,-12.27,-12.7,-90.14,-24.99,-0.8,13.65,15.11,অ
-5.09,-22.56,-18.65,-17.27,-18.02,-90.35,-19.74,2.78,15.6,16.65,অ
0.08,-17.0,-11.24,-11.39,-14.08,-90.07,-22.25,0.93,14.48,16.13,অ
-5.3,-22.54,-17.52,-15.68,-16.03,-88.21,-17.48,5.62,19.61,19.25,অ
-5.42,-17.04,-12.25,-12.86,-15.19,-88.41,-19.17,2.73,16.5,17.58,অ
-7.63,-17.54,-13.01,-13.37,-15.63,-87.39,-18.54,3.3,16.58,17.91,অ
-8.07,-17.58,-12.0,-11.72,-14.47,-90.0,-22.33,-0.43,13.34,15.45,অ
0.62,-11.72,-7.41,-11.2,-13.62,-77.41,-7.39,18.54,28.84,27.5,অ
